name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
There Will Never Be Another You,Lester Young,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,205667,4
It's Only A Paper Moon,Ella Fitzgerald,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,160133,4
"Köln, January 24, 1975, Pt. II C - Live",Keith Jarrett,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,416840,4
It Could Happen To You,Miles Davis Quintet,0.623,0.403,5,-11.121,0,0.0426,0.451,1.13e-05,0.448,0.631,93.911,396960,4
All the Things You Are,Charlie Parker,0.594,0.115,8,-14.916,1,0.044,0.99,0.853,0.107,0.456,126.902,170626,4
'Round Midnight,Thelonious Monk,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,193840,4
Serenade To A Soul Sister - Remastered,Horace Silver,0.487,0.535,8,-8.47,0,0.0305,0.73,0.00414,0.0903,0.591,144.548,379000,3
Line For Lyons,Gerry Mulligan,0.543,0.133,7,-16.846,0,0.1,0.805,0.00135,0.125,0.464,171.493,188960,4
Dedicated To You,John Coltrane,0.413,0.0552,8,-18.538,1,0.0346,0.977,0.00091,0.185,0.106,107.842,330427,5
"Take the ""A"" Train",Duke Ellington,0.5,0.284,0,-15.59,1,0.0404,0.272,0.0432,0.12,0.576,93.724,332640,4
It Ain't Necessarily So,Mary Lou Williams,0.478,0.238,4,-17.115,0,0.0318,0.946,0.904,0.0978,0.178,126.188,280481,3
My Groove Your Move - Rudy Van Gelder Edition,Hank Mobley,0.585,0.375,2,-12.171,0,0.0504,0.78,0.00365,0.0806,0.665,72.59,367400,4
The Way You Look Tonight - 2003 Remastered,Paul Desmond,0.703,0.187,5,-16.273,0,0.0676,0.815,0.000492,0.225,0.656,126.164,439507,4
Aisha,Joki Freund Sextet,0.163,0.14,4,-19.712,0,0.0373,0.428,0.955,0.0999,0.18,169.381,228533,3
"Straight, No Chaser",Thelonious Monk,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,688133,4
The Masquerade Is Over,Benny Golson,0.572,0.207,3,-17.262,1,0.0336,0.905,0.845,0.112,0.624,100.675,280093,4
All Alone,Mal Waldron,0.492,0.205,9,-8.488,0,0.0577,0.983,0.893,0.122,0.109,128.315,310055,4
Midnight Blue - Remastered,Kenny Burrell,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,242347,4
The Awakening,Ahmad Jamal Trio,0.52,0.2,1,-17.353,1,0.0357,0.837,0.516,0.12,0.132,81.899,378933,4
Besame Mucho,Dave Brubeck,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,354573,4
Triste,Oscar Peterson Trio,0.441,0.321,10,-19.455,1,0.0324,0.856,0.854,0.236,0.594,89.776,321157,4
Just Friends,Sarah Vaughan,0.203,0.306,10,-12.366,0,0.0344,0.952,0.000307,0.281,0.0625,76.905,181493,4
Conference Of The Birds,Dave Holland Quartet,0.392,0.168,10,-22.249,1,0.0442,0.637,0.358,0.198,0.292,123.419,277800,4
O Pato,Stan Getz,0.608,0.387,11,-20.157,0,0.0411,0.86,0.662,0.187,0.809,91.489,149080,4
Chitlins Con Carne,Kenny Burrell,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,330440,4
Gary's Theme - 2003 Remastered Version,Bill Evans,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,257693,3
Tea for Two,Art Tatum,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,193867,4
Midnight Special - Rudy Van Gelder Digital Remaster/2007,Jimmy Smith,0.704,0.277,0,-11.675,1,0.035,0.814,0.756,0.0845,0.322,90.38,597280,4
Love Theme From Spartacus - Remastered,Yusef Lateef,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,251600,3
Moon River,Vince Guaraldi Trio,0.319,0.157,0,-19.728,0,0.0368,0.987,0.849,0.138,0.266,191.259,321027,3
Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,0.597,0.128,9,-16.656,0,0.0491,0.959,0.000704,0.123,0.34,128.393,254400,4
Young And Foolish,Bill Evans,0.438,0.0172,9,-23.66,1,0.0384,0.973,0.557,0.0815,0.136,100.989,354667,4
Bye Bye Blackbird,Etta Jones,0.71,0.318,0,-8.948,0,0.0432,0.867,0.00038,0.169,0.58,126.05,194240,4
Joy Spring,Clifford Brown,0.654,0.334,8,-12.662,1,0.0521,0.702,0.714,0.114,0.697,81.544,410667,4
Cool Struttin',Sonny Clark,0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,563613,4
You Don't Know What Love Is,Anita O'Day,0.423,0.0418,10,-17.75,1,0.0323,0.953,0.0,0.125,0.137,105.901,178067,4
My Little Brown Book,Duke Ellington,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4
Nature Boy,Jan Johansson,0.438,0.182,2,-15.209,0,0.0338,0.983,0.841,0.119,0.0639,65.535,284187,3
It Never Entered My Mind,Coleman Hawkins,0.564,0.097,5,-16.442,1,0.038,0.958,0.0588,0.119,0.393,132.653,346920,4
Autumn Nocturne,Lou Donaldson,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,294667,4
Lullaby Of Birdland,Sarah Vaughan,0.578,0.351,11,-12.432,0,0.101,0.813,0.0,0.123,0.476,122.712,240867,4
If You Could See Me Now,Chet Baker,0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,318413,4
How Long Has This Been Going On,Ben Webster,0.529,0.0367,0,-21.63,1,0.0515,0.99,0.31,0.127,0.214,140.296,330693,4
Blue Bossa - Remastered,Joe Henderson,0.531,0.366,5,-11.697,0,0.0496,0.911,0.88,0.0916,0.785,81.867,482440,4
Over The Rainbow,Lou Donaldson,0.371,0.0823,3,-20.45,1,0.0352,0.963,0.49,0.0838,0.0789,106.146,431267,4
In A Sentimental Mood,Duke Ellington,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4
Soledad de Murcia,Michael Naura Quartet,0.465,0.263,9,-18.128,1,0.0287,0.877,0.28,0.0984,0.127,112.668,357423,4
One For Majid - Live,Keith Jarrett,0.546,0.322,0,-19.111,1,0.037,0.662,0.0299,0.76,0.488,96.07,407587,4
"Mercy, Mercy, Mercy",Cannonball Adderley,0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,313200,4
My Funny Valentine,Chet Baker,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,141133,4
My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,215747,4
Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733,4
My Funny Valentine,Miles Davis Quintet,0.549,0.124,0,-13.793,0,0.0397,0.938,0.00175,0.126,0.32,66.184,360827,4
Dolphin Dance,Ahmad Jamal Trio,0.378,0.232,0,-18.05,1,0.0303,0.87,0.948,0.1,0.155,148.531,306200,4
Blues Inn - Remastered,Jackie McLean,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,545347,4
Fly Me To The Moon - Remastered,Frank Sinatra,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,147147,4
Unforgettable,Nat King Cole,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
I Remember You,Lee Konitz,0.564,0.305,10,-14.224,0,0.063,0.794,0.0983,0.152,0.571,115.739,266707,4
Turiya & Ramakrishna,Alice Coltrane,0.419,0.296,6,-14.721,1,0.0308,0.914,0.927,0.193,0.121,111.452,498107,4
Lover Man,Billie Holiday,0.365,0.136,0,-12.42,1,0.0436,0.921,0.0,0.103,0.255,64.212,197707,3
My Favorite Things,John Coltrane,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,824133,3
Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,Lee Morgan,0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,339333,3
Body and Soul,Coleman Hawkins,0.659,0.113,10,-16.756,0,0.0569,0.976,0.88,0.179,0.738,95.063,182360,4
You've Changed,Dakota Staton,0.481,0.225,5,-12.407,0,0.05,0.881,0.000187,0.148,0.307,64.555,170920,4
Summertime,Albert Ayler,0.446,0.191,10,-15.854,1,0.0385,0.925,0.574,0.3,0.291,137.046,527579,4
Milestones (feat. John Coltrane & Cannonball Adderley),Miles Davis,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,342067,4
I'm A Fool To Want You,Dexter Gordon,0.497,0.153,5,-12.65,0,0.0407,0.978,0.809,0.138,0.276,100.222,405227,4
Monticello,The Monty Alexander Trio,0.559,0.479,11,-18.152,0,0.0429,0.678,0.861,0.215,0.485,99.782,232378,4
I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,306227,4
Stolen Moments,Ahmad Jamal Trio,0.476,0.273,7,-17.457,0,0.0334,0.89,0.9,0.0978,0.164,117.779,392027,4
Never Will I Marry,Cannonball Adderley,0.589,0.184,0,-12.282,1,0.049,0.631,0.0,0.0819,0.343,98.365,139200,4
The Shadow of Your Smile,Dexter Gordon,0.556,0.0352,7,-20.86,0,0.0419,0.942,0.167,0.082,0.196,110.646,297876,4
Strange Fruit,Billie Holiday,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,192867,1
Sunday,Ben Webster,0.629,0.283,0,-17.384,0,0.0436,0.816,0.000437,0.192,0.862,104.739,237447,4
All of You,Miles Davis,0.631,0.261,5,-10.988,0,0.0424,0.424,6.6e-05,0.184,0.58,82.425,420693,4
I'm A Fool To Want You - 2006 Digital Remaster,Donald Byrd,0.386,0.075,5,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,372787,4
I've Grown Accustomed To Her Face - Remastered/1998,Dean Martin,0.567,0.124,0,-16.446,1,0.0562,0.792,0.0,0.106,0.343,79.37,162867,4
The Nearness Of You,George Shearing Quintet,0.393,0.0331,3,-17.548,0,0.0417,0.973,0.000965,0.11,0.159,85.773,180200,3
One For Daddy-O - Remastered,Cannonball Adderley,0.616,0.434,5,-7.257,0,0.031,0.581,0.0,0.131,0.404,108.467,505453,4
Blue Train - Remastered 2003,John Coltrane,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644013,4
"He's Younger Than You Are - From ""Alfie"" Score",Sonny Rollins,0.417,0.11,5,-16.504,0,0.0405,0.951,0.721,0.174,0.22,57.312,313440,4
Give Me The Simple Life,Lorez Alexandria,0.716,0.133,0,-15.846,1,0.0421,0.879,0.0,0.0966,0.551,62.14,140520,3
Lazy Afternoon,Joe Henderson,0.286,0.0553,5,-20.216,0,0.034,0.982,0.592,0.0989,0.182,52.789,332133,4
Footprints,Miles Davis,0.402,0.409,5,-13.95,0,0.0363,0.128,0.000568,0.0947,0.489,130.681,585960,4
You Don't Know What Love Is,Billie Holiday,0.215,0.247,9,-15.11,0,0.0354,0.822,7.5e-05,0.355,0.0842,86.391,228133,3
Song For My Father,Horace Silver,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,438280,4
Love For Sale,Anita O'Day,0.499,0.434,8,-11.48,1,0.0735,0.716,0.0,0.165,0.727,119.134,164840,4
Stella By Starlight,Joe Lovano,0.581,0.163,0,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,347773,4
Sadie Green,Gloria Coleman Quartet,0.57,0.474,5,-9.823,1,0.0422,0.894,0.582,0.144,0.83,118.686,266907,4
"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",John Coltrane,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,308933,4
Cantaloupe Island - Remastered,Herbie Hancock,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4
Blue Monk - Rudy Van Gelder Remaster,Thelonious Monk Trio,0.444,0.339,3,-16.936,1,0.0418,0.66,0.103,0.163,0.656,142.112,456360,4
'Round Midnight (feat. John Coltrane),Miles Davis,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,355333,4
Mack the Knife,Louis Armstrong,0.673,0.377,0,-14.141,1,0.0697,0.586,0.0,0.332,0.713,88.973,201467,4
Two Not One,Lee Konitz,0.624,0.383,8,-10.561,1,0.0633,0.627,5.44e-06,0.0963,0.674,117.526,331267,4
Moanin' - Remastered,Art Blakey,0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,570720,4
Splanky,Count Basie,0.583,0.376,6,-10.914,1,0.0433,0.725,0.251,0.0642,0.614,120.713,217373,4
Naima,John Coltrane,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,258266,3
Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,190400,4
Stolen Moments,Oliver Nelson,0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,525613,4
Inner City Life - 2017 Rebuild,Goldie,0.544,0.878,11,-5.513,0,0.0743,0.00431,0.0704,0.0692,0.0673,155.003,424418,4
The Burial,Leviticus,0.753,0.506,0,-13.404,1,0.303,0.0557,0.529,0.138,0.415,154.947,247640,4
Code Red - 94 Remix,Conquering Lion,0.654,0.93,7,-8.397,1,0.206,0.226,0.00349,0.453,0.65,165.903,273107,4
Incredible,M-Beat,0.807,0.903,4,-11.09,1,0.113,0.211,3.13e-06,0.0565,0.94,165.034,269867,4
Original Nuttah,SHY FX,0.778,0.772,6,-11.286,1,0.099,0.0229,4.17e-05,0.104,0.71,113.375,312000,5
The Helicopter Tune,Deep blue,0.56,0.977,4,-6.629,0,0.0424,0.00278,0.863,0.243,0.415,134.499,314027,4
Mutant Jazz,T-Power Vs. MK Ultra,0.63,0.704,10,-9.276,0,0.082,0.0046,0.66,0.112,0.901,167.816,391333,4
Pulp Fiction,Alex Reece,0.752,0.635,0,-7.959,1,0.282,0.0179,0.861,0.0649,0.0536,159.829,371733,4
Super Sharp Shooter,The Ganja Kru,0.669,0.753,2,-10.387,1,0.224,0.0186,0.0425,0.479,0.446,163.882,387733,4
Warhead - Steppa Mix,Krust,0.81,0.735,10,-4.907,0,0.284,0.000122,0.931,0.0455,0.66,169.84,363360,4
Terrorist - P.A. Mix,Renegade,0.624,0.752,5,-6.623,1,0.0666,0.00233,0.897,0.174,0.379,164.75,370800,4
Valley of the Shadows - Chase & Status Remix,Origin Unknown,0.522,0.934,4,-5.143,1,0.0462,0.0362,0.784,0.606,0.331,174.057,250070,4
Brown Paper Bag,Roni Size,0.53,0.944,11,-3.863,1,0.0844,5.68e-05,0.856,0.394,0.487,169.778,542933,4
LK Feat. Stamina MC (Carol Carolina Bela),DJ Marky,0.651,0.932,8,-6.459,0,0.0686,0.0125,0.426,0.212,0.966,174.008,329747,4
Body Rock,Andy C,0.537,0.922,6,-7.554,0,0.0791,0.0345,0.676,0.103,0.425,173.093,396747,4
Racing Green,High Contrast,0.448,0.98,7,-4.742,1,0.0434,0.000284,0.321,0.274,0.612,173.023,381878,4
Barcelona (In the Style of D Kay & Epsilon & Stamina Mc) [Karaoke Version],Ameritz - Karaoke,0.7,0.995,1,-6.474,0,0.1,0.314,0.745,0.0317,0.888,173.2,449507,4
Hide U,Kosheen,0.672,0.664,8,-5.388,1,0.0572,0.0131,0.0959,0.111,0.352,170.024,252147,4
Walk This Land,E-Z Rollers,0.669,0.85,1,-5.072,1,0.0475,0.0103,0.86,0.308,0.944,163.393,230333,4
Casino Royale,DJ Zinc,0.551,0.963,8,-5.527,1,0.0466,0.00663,0.923,0.0891,0.84,172.049,428947,4
Chopper - Shy FX Remix,Ray Keith,0.716,0.976,9,-7.093,1,0.0878,0.0359,0.875,0.167,0.963,169.821,364067,4
Together,Logistics,0.476,0.965,1,-5.296,0,0.0813,0.00442,0.867,0.256,0.32,173.988,362360,4
Nasty Ways (feat. Lorreia Loushy),Dillinja,0.633,0.909,11,-5.551,0,0.211,0.0173,0.149,0.608,0.178,171.547,390827,4
Pacman - Ram Trilogy Remix,Ed Rush,0.628,0.768,0,-11.907,1,0.0525,0.133,0.774,0.919,0.176,87.368,439867,4
Feel the Love (feat. John Newman) - Fred V & Grafix Remix,Rudimental,0.499,0.897,6,-3.67,1,0.0952,0.00348,0.0758,0.203,0.882,174.017,288830,4
Blind Faith - Loadstar Remix,Chase & Status,0.486,0.94,0,-4.828,1,0.048,0.000702,0.0372,0.126,0.0851,115.474,252560,3
Propane Nightmares,Pendulum,0.356,0.966,7,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,313347,4
Tidal Wave,Sub Focus,0.522,0.868,5,-5.307,1,0.0412,0.0446,1.3e-06,0.635,0.514,173.96,228827,4
Through The Night - Radio Edit,Drumsound,0.36,0.892,10,-4.099,0,0.0327,0.000429,0.00186,0.649,0.286,174.771,172526,4
Ghosts n Stuff - Sub Focus Remix,deadmau5,0.455,0.824,5,-4.396,0,0.0377,0.000246,0.489,0.0727,0.292,174.056,266128,4
Garden - Calibre Remix,Totally Enormous Extinct Dinosaurs,0.73,0.349,0,-8.837,0,0.131,0.0478,0.898,0.124,0.753,174.03,358976,4
Tonight - Cutline Remix,Danny Byrd,0.449,0.839,0,-5.739,0,0.0504,0.000339,0.00108,0.304,0.142,173.96,313098,3
Refuse to Love,Loadstar,0.393,0.936,9,-3.638,0,0.0452,0.000155,0.00562,0.542,0.0692,173.029,252071,4
I Refuse - Shock One Remix,Netsky,0.529,0.802,10,-9.192,0,0.0475,0.00028,0.893,0.355,0.298,175.032,383743,4
Lift Me Up,J Majik & Wickaman feat. Kate Loveridge,0.268,0.958,2,-1.374,0,0.0655,3.14e-05,0.00948,0.346,0.184,173.917,386207,4
The Strangest Secret In The World,London Elektricity,0.468,0.96,7,-6.958,1,0.0418,0.000184,0.827,0.436,0.333,173.045,312040,4
Major Happy,Fred V & Grafix,0.427,0.85,2,-3.03,1,0.0389,0.00205,0.0193,0.104,0.0948,174.05,286217,4
Need To Know,Wilkinson,0.528,0.854,4,-1.338,0,0.247,0.00753,0.00572,0.155,0.618,174.002,266207,4
Tear You Down - Original Mix,Brookes Brothers,0.519,0.913,6,-4.186,1,0.0689,1.46e-05,0.363,0.188,0.408,87.019,350349,4
Hot Right Now - Radio Edit,DJ Fresh,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,182333,4
Valley of the Shadows,Origin Unknown,0.651,0.77,6,-10.258,1,0.058,0.0454,0.869,0.439,0.52,159.822,280973,4
Signal,Fresh,0.363,0.898,8,-5.141,0,0.0935,0.00291,0.745,0.308,0.118,112.829,329800,3
The Nine - Remastered,Bad Company UK,0.615,0.63,7,-6.605,1,0.0783,0.0255,0.864,0.333,0.119,174.014,426449,4
Dream Land,Bunny Wailer,0.766,0.49,6,-13.04,1,0.3,0.359,0.0085,0.046,0.959,72.846,165893,4
Sister Big Stuff,John Holt,0.77,0.418,8,-7.834,1,0.133,0.574,3.42e-06,0.0861,0.93,83.041,151133,4
Blackbird Singing,The Paragons,0.786,0.6,7,-5.54,1,0.194,0.324,2.61e-05,0.0612,0.864,147.225,154253,4
Lips of Wine,Dennis Brown,0.858,0.473,5,-10.158,1,0.0411,0.121,0.000376,0.0855,0.93,105.114,163827,4
Mellow Mood,Bunny Wailer,0.742,0.568,0,-12.667,1,0.156,0.0367,0.0715,0.0511,0.678,80.946,231733,4
My Conversation,The Uniques,0.654,0.346,1,-13.641,1,0.0482,0.241,0.0054,0.432,0.507,85.111,207187,4
Take Five,King Tubby,0.718,0.341,8,-10.771,1,0.106,0.513,0.943,0.126,0.487,159.054,218693,4
Let Down,Easy Star All-Stars,0.746,0.582,9,-6.283,1,0.0394,0.12,2.44e-05,0.0831,0.914,113.058,284387,4
Reggae Merengue,Tommy McCook,0.748,0.589,5,-7.605,1,0.0381,0.91,0.791,0.15,0.914,89.306,133240,4
Fighting Against Conviction,Bunny Wailer,0.724,0.393,1,-12.809,0,0.27,0.313,0.0362,0.0484,0.787,150.067,310800,4
"The Harder They Come - From ""The Harder They Come"" Soundtrack",Jimmy Cliff,0.679,0.589,1,-8.01,1,0.0727,0.645,0.0,0.151,0.786,102.492,219907,4
Inglan Is A Bitch,Linton Kwesi Johnson,0.885,0.439,7,-10.862,1,0.393,0.241,0.00121,0.0882,0.598,137.95,324653,4
Could You Be Loved,Bob Marley & The Wailers,0.917,0.732,0,-8.56,1,0.0888,0.359,8.99e-05,0.0794,0.777,103.332,236947,4
Swing Easy,The Skatalites,0.633,0.483,2,-10.91,0,0.125,0.109,0.071,0.142,0.868,84.447,384800,4
The Loser,Derrick Harriott,0.571,0.371,10,-9.799,1,0.0348,0.321,0.00022,0.0583,0.789,176.814,217013,4
Cool Breeze,Big Youth,0.822,0.616,8,-5.509,1,0.181,0.25,1.15e-05,0.107,0.665,83.692,203093,4
"Rudy, a Message to You",Dandy,0.927,0.343,9,-11.236,0,0.125,0.0558,0.28,0.125,0.941,107.465,154360,4
Funky Kingston,Toots & The Maytals,0.768,0.5,1,-9.455,0,0.0554,0.239,0.00202,0.0344,0.96,99.78,290200,4
Fu Man Chu,Desmond Dekker,0.763,0.391,7,-10.074,1,0.0856,0.524,0.00034,0.287,0.675,83.755,199747,4
Waiting In Vain,Bob Marley & The Wailers,0.838,0.453,8,-11.536,1,0.31,0.025,2.42e-05,0.116,0.815,78.837,256493,4
Morning Sun,Al Barry,0.654,0.395,9,-12.187,1,0.0756,0.414,0.000234,0.133,0.923,113.079,177360,4
Book of Rules,The Heptones,0.795,0.606,6,-11.053,1,0.0571,0.263,0.157,0.106,0.933,142.016,210120,4
Working On a Groovy Thing,Alton Ellis,0.75,0.463,5,-9.519,1,0.0335,0.211,8.65e-06,0.0971,0.962,100.101,252467,4
The Upsetter,"Lee ""Scratch"" Perry",0.874,0.451,1,-8.673,1,0.061,0.635,0.311,0.0937,0.616,78.335,185333,4
Uptown Top Ranking - Remastered 2001,Althea And Donna,0.886,0.522,7,-7.971,1,0.173,0.0477,0.00108,0.207,0.79,82.439,229160,4
Don't Give Up,Barrington Levy,0.83,0.467,9,-10.936,1,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,198440,4
Jamming,Bob Marley & The Wailers,0.939,0.431,11,-12.267,0,0.299,0.153,4.99e-05,0.13,0.729,123.671,214533,4
Pressure Drop,Toots & The Maytals,0.658,0.571,8,-11.972,1,0.0432,0.106,0.0,0.0286,0.985,148.964,174960,4
What Does It Take (To Win Your Love),Alton Ellis,0.802,0.562,5,-8.538,1,0.0425,0.0896,0.000926,0.381,0.862,116.555,196933,4
Your House,Steel Pulse,0.707,0.716,10,-8.962,0,0.0879,0.057,4.25e-06,0.36,0.966,154.118,222600,4
54-46 Was My Number,The Maytals,0.703,0.355,0,-7.761,1,0.16,0.204,9.82e-06,0.0642,0.638,159.104,190760,4
Having A Party,"Lee ""Scratch"" Perry",0.739,0.758,5,-6.418,0,0.103,0.405,5.18e-05,0.0808,0.787,92.878,280960,4
East of the River Nile - 1971 Version,Augustus Pablo,0.841,0.547,5,-8.69,0,0.0601,0.845,0.256,0.0704,0.844,112.852,167600,4
Better Must Come,Delroy Wilson,0.66,0.679,2,-5.733,1,0.0913,0.00168,0.000197,0.188,0.922,74.009,168107,4
Beat Down Babylon,Junior Byles,0.852,0.44,2,-11.456,1,0.0747,0.761,0.157,0.102,0.964,135.399,155387,4
The Tide Is High - Stereo Version,The Paragons,0.451,0.433,7,-9.189,1,0.0291,0.241,0.0,0.472,0.832,96.287,161973,4
Handsworth Revolution,Steel Pulse,0.931,0.398,10,-14.748,1,0.0967,0.102,0.000204,0.0754,0.709,118.494,323227,4
Broadway Jungle - 2000 Version,Toots & The Maytals,0.771,0.775,7,-6.454,1,0.0405,0.241,0.00591,0.104,0.824,117.959,204213,4
Engine 54,The Ethiopians,0.85,0.432,10,-7.995,1,0.146,0.284,0.000838,0.256,0.634,77.052,157253,4
Police & Thieves,Junior Murvin,0.933,0.363,11,-13.328,0,0.0971,0.0583,0.0,0.161,0.906,127.158,244307,4
Till Then,The Frightnrs,0.704,0.43,4,-10.351,0,0.225,0.279,1.81e-05,0.0675,0.762,176.648,200253,4
Sun Moon and Star,The Maytals,0.883,0.567,9,-7.386,1,0.0467,0.474,0.000129,0.138,0.984,123.137,194653,4
The Sun Stop Shining,Cornell Campbell,0.637,0.612,1,-7.298,1,0.0661,0.0314,0.000326,0.155,0.711,76.295,191160,4
It Must Be True Love,Toots & The Maytals,0.873,0.346,9,-13.384,1,0.114,0.388,0.0044,0.308,0.938,120.319,204213,4
Ba Ba Boom,The Jamaicans,0.677,0.404,3,-10.414,1,0.0415,0.524,0.000273,0.2,0.397,152.191,199120,4
Mr. Bojangles,John Holt,0.637,0.549,11,-7.494,1,0.0567,0.159,1.45e-05,0.155,0.61,75.821,318107,4
007 (Shanty Town),Desmond Dekker,0.86,0.575,9,-6.747,1,0.0893,0.0669,0.159,0.179,0.846,101.715,153600,4
"Get Up, Stand Up",Peter Tosh,0.9,0.732,5,-7.659,1,0.0686,0.0113,0.000445,0.0445,0.962,138.83,209453,4
Kingston Town,Lord Creator,0.937,0.512,10,-8.431,1,0.0986,0.569,0.0134,0.24,0.965,115.18,189760,4
Stop That Train,Keith & Tex,0.78,0.342,7,-12.635,0,0.0355,0.25,3.1e-06,0.128,0.802,81.415,194573,4
Livin' In Love (One Life to Live One Life to Give),Phyllis Dillon,0.767,0.407,5,-10.201,1,0.238,0.171,2.89e-05,0.143,0.54,85.628,152200,4
It Mek,Desmond Dekker,0.63,0.544,5,-8.355,0,0.0661,0.0682,0.0403,0.147,0.707,75.424,153320,4
"Take Me Home, Country Roads",Toots & The Maytals,0.711,0.433,8,-12.042,1,0.0611,0.471,0.00426,0.12,0.934,87.527,201267,4
You Can Get It If You Really Want,Jimmy Cliff,0.894,0.559,1,-8.547,1,0.0568,0.248,0.0,0.0762,0.929,128.164,158893,4
Angel of the Morning,Joya Landis,0.636,0.516,8,-8.269,1,0.243,0.565,0.00454,0.122,0.671,172.533,185040,4
This Is Reggae Music,Zap Pow,0.843,0.807,2,-6.896,1,0.176,0.391,0.177,0.15,0.846,81.355,181413,4
Stalag 17,Ansel Collins,0.867,0.401,5,-9.49,1,0.255,0.408,0.743,0.072,0.49,81.125,179293,4
Samfie Man,The Pioneers,0.938,0.496,10,-8.217,1,0.0445,0.569,0.000804,0.0452,0.844,107.438,177307,4
Boom Shacka Lacka,Hopeton Lewis,0.738,0.787,7,-6.667,1,0.0494,0.54,0.0305,0.114,0.934,104.507,164400,4
Love Has Found Its Way,Dennis Brown,0.771,0.581,8,-9.25,1,0.0719,0.0573,2.14e-05,0.0758,0.834,100.065,266987,4
An Ending (Ascent) - Remastered 2005,Brian Eno,0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,266200,3
#3,Aphex Twin,0.167,0.071,6,-27.108,0,0.041,0.911,0.855,0.107,0.0613,143.315,464293,5
